Family,Genus,Species,Abundance,Locality,Province/Territory,Ecoclimatic_zone,Side,Latitude,Longitude,Moisture_Regime,Replicate,Date,Trapping_Method
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,5,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,2,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,9-13.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera fuscinervis Zetterstedt,2,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera fuscinervis Zetterstedt,2,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5.vi.2010,Sweep
Sciomyzidae,Tetanocera,Tetanocera fuscinervis Zetterstedt,1,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,9.vi.2010,Sweep
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,1,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,1,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,9-13.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera robusta Loew,9,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera spririfera,2,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,9-13.vii.2010,PanTrap
Sepsidae,Themira,Themira maculatarsis Curran,1,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,MalaiseTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,1,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,MalaiseTrap
Sphaeroceridae,Rachispoda,Rachispoda vespertina,1,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia bispina,1,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,MalaiseTrap
Ulidiidae,Haigia,Haigia ?nevadana ,1,Churchill,MB,SA,E,58.73573,-93.79789,Wet,1,5-9.vii.2010,MalaiseTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-4.vii.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,5,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,4-8.vii.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,5,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,8-13.vii.2010,PanTrap
Chloropidae,Malloewia ,Malloewia sp. B,2,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,8-13.vii.2010,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Chloropidae,Siphonella,Siphonella oscinina (Fallén),3,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,8-13.vii.2010,PanTrap
Chloropidae,Thaumatomyia,Thaumatomyia trifasciata (Zett),1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Ephydridae,Hydrellia,Hydrellia sp. C,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-4.vii.2010,PanTrap
Ephydridae,Scatella,Scatella stagnalis (Fallén),1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Ephydridae,Scatella,Scatella stagnalis (Fallén),1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,4-8.vii.2010,PanTrap
Sciomyzidae,Pherbellia,Pherbellia sp. D,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Sciomyzidae,Pteromicra,Pteromicra ?glabricula,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Sciomyzidae,Pteromicra,Pteromicra ?glabricula,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,8-13.vii.2010,PanTrap
Sciomyzidae,Pteromicra,Pteromicra ?pectosa,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Sciomyzidae,Pteromicra,Pteromicra leucothrix,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera ?montana Day,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,4-8.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,3,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,4-8.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera fuscinervis Zetterstedt,2,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,4-8.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera spririfera,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,4-8.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera spririfera,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,8-13.vii.2010,PanTrap
Sepsidae,Sepsis,Sepsis sp. B,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-5.vii.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia bispina,1,Churchill,MB,SA,E,58.73034,-93.79509,Wet,2,1-4.vii.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,8,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,1-5.vii.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,3,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,4,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Chloropidae,Conioscinella,Conioscinella triorbiculata,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Chloropidae,Elachiptera,Elachipter sp. B,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachipter sp. B,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Chloropidae,Eribolus,Eribolus nanus,5,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Chloropidae,Eribolus,Eribolus nanus,2,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Chloropidae,Malloewia ,Malloewia sp. B,2,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. D,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. A,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. A,4,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Chloropidae,Rhopalopterum,Rhopalopterum sp. B,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. C,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Hemiscaptomyza) ?trochantera,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Ephydridae,Hydrellia,Hydrellia sp. C,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Ephydridae,Notiphila,Notiphila sp. A,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Ephydridae,Ochtheria,Ochtheria mantis complex,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,1-5.vii.2010,PanTrap
Ephydridae,Philotelma,Philotelma defectum,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Ephydridae,Scatella,Scatella stagnalis (Fallén),1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Ephydridae,Scatophila,Scatophila hirtirostris (Sturt & Wheeler),1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Lauxaniidae,Melanomyza,Melanomyza sp. B,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Lauxaniidae,Melanomyza,Melanomyza sp. B,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Milichiidae,Neophyllomyza,Neophyllomyza quadricornis,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sciomyzidae,Dictya,Dictya hudsonica Steyskal,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sciomyzidae,Dictya,Dictya umbroides Curran,3,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sciomyzidae,Limnia,Limnia sp. A,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Sciomyzidae,Pherbellia,Pherbellia nana (Fallén),1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sciomyzidae,Pherbellia,Pherbellia nana (Fallén),6,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,1-5.vii.2010,PanTrap
Sciomyzidae,Pherbellia,Pherbellia nana (Fallén),4,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Sciomyzidae,Pherbellia,Pherbellia nana (Fallén),4,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Sciomyzidae,Pherbellia,Pherbellia nana (Fallén),36,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sciomyzidae,Pherbellia,Pherbellia schoenherri maculata (Cresson),1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,1-5.vii.2010,PanTrap
Sciomyzidae,Pherbellia,Pherbellia sp. K,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sciomyzidae,Pherbellia,Pherbellia sp. N,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Sciomyzidae,Pteromicra,Pteromicra ?glabricula,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Sciomyzidae,Pteromicra,Pteromicra ?glabricula,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sciomyzidae,Pteromicra,Pteromicra leucothrix,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sciomyzidae,Pteromicra,Pteromicra leucothrix,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sciomyzidae,Pteromicra,Pteromicra steyskali Foote,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Sciomyzidae,Sciomyza,Sciomyza simplex Fallén,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,7,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,4,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,5,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sciomyzidae,Tetanocera,Tetanocera andromastos Steyskal,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sciomyzidae,Tetanocera,Tetanocera fuscinervis Zetterstedt,4,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera fuscinervis Zetterstedt,4,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera robusta Loew,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Sepsidae,Themira,Themira flavicoxa Melander & Spuler,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sepsidae,Themira,Themira maculatarsis Curran,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9.vi.2010,Sweep
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,2,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella sp. C,2,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella sp. C,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,5-9.vii.2010,PanTrap
Sphaeroceridae,Spelobia,Spelobia sp. C,1,Churchill,MB,SA,E,58.65735,-93.83104,Wet,3,9-13.vii.2010,MalaiseTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,15-18.vi.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,4,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,18-21.vi.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,11,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,21-24.vi.2010,PanTrap
Chloropidae,Tricimba,Tricimba cincta,12,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,18-21.vi.2010,MalaiseTrap
Drosophilidae,Scaptomyza,Scaptomyza (Hemiscaptomyza) sp. H,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,18-21.vi.2010,MalaiseTrap
Heleomyzidae,Heteromyza,Heteromyza oculata ,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,18-21.vi.2010,MalaiseTrap
Heleomyzidae,Suillia,Suillia barberi,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,21-24.vi.2010,PanTrap
Heleomyzidae,Tephroclamys,Tephroclamys rufiventris,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,18-21.vi.2010,MalaiseTrap
Piophilidae,Liopiophila,Liopiophila varipes,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,18-21.vi.2010,MalaiseTrap
Sphaeroceridae,0,Limosininae sp. A,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,21.vi.2010,Sweep
Sphaeroceridae,0,Limosininae sp. F,1,Goose_Bay,NL,NB,E,53.3189,-60.29594,Mesic,1,21-24.vi.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,2,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,18-21.vi.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,7,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,21-24.vi.2010,PanTrap
Chloropidae,Tricimba,Tricimba brunnicolis,1,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,15-18.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba cincta,6,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,15-18.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,1,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,18-21.vi.2010,PanTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,1,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,21-24.vi.2010,PanTrap
Ephydridae,Ochtheria,Ochtheria mantis complex,1,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,15-18.vi.2010,MalaiseTrap
Heleomyzidae,Scoliocentra,Scoliocentra fraterna,1,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,15-18.vi.2010,MalaiseTrap
Heleomyzidae,Suillia,Suillia barberi,2,Goose_Bay,NL,NB,E,53.32036,-60.29691,Mesic,2,21-24.vi.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,5,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,18-21.vi.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,10,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21-24.vi.2010,PanTrap
Chloropidae,Tricimba,Tricimba cincta,4,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21-24.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,1,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21-24.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,3,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21-24.vi.2010,MalaiseTrap
Heleomyzidae,Heteromyza,Heteromyza oculata ,1,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21-24.vi.2010,MalaiseTrap
Heleomyzidae,Suillia,Suillia barberi,2,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21-24.vi.2010,PanTrap
Heleomyzidae,Tephroclamys,Tephroclamys rufiventris,2,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21-24.vi.2010,MalaiseTrap
Milichiidae,Neophyllomyza,Neophyllomyza quadricornis,1,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21-24.vi.2010,MalaiseTrap
Piophilidae,Liopiophila,Liopiophila varipes,1,Goose_Bay,NL,NB,E,53.32035,-60.29268,Mesic,3,21.vi.2010,Sweep
Chloropidae,Conioscinella ,Conioscinella sp. A,1,Goose_Bay,NL,NB,E,53.21199,-60.45062,Wet,1,21.vi.2010,Sweep
Chloropidae,Thaumatomyia,Thaumatomyia pulla (Adams),2,Goose_Bay,NL,NB,E,53.21199,-60.45062,Wet,1,18-21.vi.2010,PanTrap
Chloropidae,Thaumatomyia,Thaumatomyia pulla (Adams),1,Goose_Bay,NL,NB,E,53.21199,-60.45062,Wet,1,21-24.vi.2010,PanTrap
Heleomyzidae,Heteromyza,Heteromyza oculata ,2,Goose_Bay,NL,NB,E,53.21199,-60.45062,Wet,1,21-24.vi.2010,MalaiseTrap
Heleomyzidae,Tephroclamys,Tephroclamys rufiventris,1,Goose_Bay,NL,NB,E,53.21199,-60.45062,Wet,1,21-24.vi.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. E,1,Goose_Bay,NL,NB,E,53.21199,-60.45062,Wet,1,21-24.vi.2010,MalaiseTrap
Sphaeroceridae,Dahlimosina ,Dahlimosina dahli,1,Goose_Bay,NL,NB,E,53.21408,-60.45044,Wet,2,18-21.vi.2010,PanTrap
Sphaeroceridae,Dahlimosina ,Dahlimosina dahli,1,Goose_Bay,NL,NB,E,53.21408,-60.45044,Wet,2,21-24.vi.2010,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Goose_Bay,NL,NB,E,53.2162,-60.45001,Wet,3,15-18.vi.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera sp. A,1,Goose_Bay,NL,NB,E,53.2162,-60.45001,Wet,3,15-18.vi.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. E,1,Goose_Bay,NL,NB,E,53.2162,-60.45001,Wet,3,18-21.vi.2010,PanTrap
Piophilidae,Lasiopiophila,Lasiopiophila pilosa,4,Iqaluit,NU,HA,E,63.79113,-68.57375,Mesic,1,17-21.vii.2010,PanTrap
Piophilidae,Lasiopiophila,Lasiopiophila pilosa,5,Iqaluit,NU,HA,E,63.79113,-68.57375,Mesic,1,21-25.vii.2010,PanTrap
Carnidae,Meonura,Meonura flavifacies Collin,1,Iqaluit,NU,HA,E,63.7783,-68.54961,Mesic,2,21.vi.2010,Sweep
Carnidae,Meonura,Meonura flavifacies Collin,1,Iqaluit,NU,HA,E,63.75117,-68.45898,Mesic,3,17-21.vii.2010,MalaiseTrap
Heleomyzidae,Neoleria,Neoleria fuscolinea,1,Iqaluit,NU,HA,E,63.75117,-68.45898,Mesic,3,17-21.vii.2010,MalaiseTrap
Heleomyzidae,Neoleria,Neoleria prominens,1,Iqaluit,NU,HA,E,63.75117,-68.45898,Mesic,3,17-21.vii.2010,MalaiseTrap
Piophilidae,Arctopiophila,Arctopiophila arctica,2,Iqaluit,NU,HA,E,63.75117,-68.45898,Mesic,3,17-21.vii.2010,MalaiseTrap
Piophilidae,Lasiopiophila,Lasiopiophila pilosa,1,Iqaluit,NU,HA,E,63.75117,-68.45898,Mesic,3,21-25.vii.2010,PanTrap
Ephydridae,Scatella,Scatella stagnalis (Fallén),1,Iqaluit,NU,HA,E,63.79144,-68.57352,Wet,1,17.vi.2010,Sweep
Heleomyzidae,Neoleria,Neoleria prominens,1,Iqaluit,NU,HA,E,63.79144,-68.57352,Wet,1,17-21.vii.2010,MalaiseTrap
Heleomyzidae,Neoleria,Neoleria tibialis,1,Iqaluit,NU,HA,E,63.79144,-68.57352,Wet,1,17-21.vii.2010,MalaiseTrap
Piophilidae,Lasiopiophila,Lasiopiophila pilosa,1,Iqaluit,NU,HA,E,63.79144,-68.57352,Wet,1,17-21.vii.2010,PanTrap
Ephydridae,Parydra,Parydra sp. A,1,Iqaluit,NU,HA,E,63.75672,-68.5677,Wet,2,17.vi.2010,Sweep
Ephydridae,Parydra,Parydra sp. A,1,Iqaluit,NU,HA,E,63.75672,-68.5677,Wet,2,25.vi.2010,Sweep
Ephydridae,Scatella,Scatella stagnalis (Fallén),1,Iqaluit,NU,HA,E,63.75672,-68.5677,Wet,2,21-25.vii.2010,PanTrap
Heleomyzidae,Neoleria,Neoleria prominens,1,Iqaluit,NU,HA,E,63.75672,-68.5677,Wet,2,25-29.vii.2010,MalaiseTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,3,Iqaluit,NU,HA,E,63.75672,-68.5677,Wet,2,17-21.vii.2010,PanTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,1,Iqaluit,NU,HA,E,63.75672,-68.5677,Wet,2,21-25.vii.2010,PanTrap
Carnidae,Meonura,Meonura flavifacies Collin,1,Iqaluit,NU,HA,E,63.75122,-68.45927,Wet,3,25-29.vii.2010,PanTrap
Piophilidae,Arctopiophila,Arctopiophila arctica,1,Iqaluit,NU,HA,E,63.75122,-68.45927,Wet,3,21-25.vii.2010,MalaiseTrap
Piophilidae,Lasiopiophila,Lasiopiophila pilosa,1,Iqaluit,NU,HA,E,63.75122,-68.45927,Wet,3,17-21.vii.2010,PanTrap
Sepsidae,Themira,Themira maculatarsis Curran,1,Iqaluit,NU,HA,E,63.75122,-68.45927,Wet,3,21-25.vii.2010,MalaiseTrap
Sphaeroceridae,Copromyza,Copromyza sp. A,1,Iqaluit,NU,HA,E,63.75122,-68.45927,Wet,3,17-21.vii.2010,PanTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,5,Iqaluit,NU,HA,E,63.75122,-68.45927,Wet,3,21-25.vii.2010,PanTrap
Chloropidae,Tricimba,Tricimba cincta,1,Kugluktuk,NU,SA,W,67.78463,-115.27979,Mesic,1,22-26.vi.2011,PanTrap
Heleomyzidae,Neoleria,Neoleria prominens,1,Kugluktuk,NU,SA,W,67.78463,-115.27979,Mesic,1,22-26.vi.2011,MalaiseTrap
