Family,Genus,Species,Abundance,Locality,Province/Territory,Ecoclimatic_zone,Side,Latitude,Longitude,Moisture_Regime,Replicate,Date,Trapping_Method
Heleomyzidae,Neoleria,Neoleria ruficauda,1,Kugluktuk,NU,SA,W,67.78463,-115.27979,Mesic,1,22-26.vi.2011,MalaiseTrap
Sphaeroceridae,Leptocera,Leptocera sp. A,1,Kugluktuk,NU,SA,W,67.78463,-115.27979,Mesic,1,29.vi-2.vii.2011,PanTrap
Sphaeroceridae,Leptocera,Leptocera sp. A,1,Kugluktuk,NU,SA,W,67.78463,-115.27979,Mesic,1,3.vii.2011,Sweep
Sphaeroceridae,0,Limosininae sp. G,1,Kugluktuk,NU,SA,W,67.78463,-115.27979,Mesic,1,29.vi-2.vii.2011,PanTrap
Chloropidae,Tricimba,Tricimba brunnicolis,1,Kugluktuk,NU,SA,W,67.83538,-115.20987,Mesic,2,3.vii.2011,Sweep
Ephydridae,Lamproscatella,Lamproscatella occidentalis,1,Kugluktuk,NU,SA,W,67.83538,-115.20987,Mesic,2,3.vii.2011,Sweep
Sphaeroceridae,Spelobia,Spelobia sp. D,1,Kugluktuk,NU,SA,W,67.83538,-115.20987,Mesic,2,3.vii.2011,Sweep
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Kugluktuk,NU,SA,W,67.77436,-115.30732,Mesic,3,30.vi.2011,Sweep
Chloropidae,Tricimba,Tricimba brunnicolis,2,Kugluktuk,NU,SA,W,67.77436,-115.30732,Mesic,3,29.vi-2.vii.2011,PanTrap
Heleomyzidae,Tephroclamys,Tephroclamys rufiventris,2,Kugluktuk,NU,SA,W,67.77436,-115.30732,Mesic,3,29.vi-2.vii.2011,MalaiseTrap
Piophilidae,Liopiophila,Liopiophila varipes,1,Kugluktuk,NU,SA,W,67.77436,-115.30732,Mesic,3,29.vi-2.vii.2011,MalaiseTrap
Piophilidae,Parapiophila,Parapiophila atrifrons,1,Kugluktuk,NU,SA,W,67.77436,-115.30732,Mesic,3,29.vi-2.vii.2011,MalaiseTrap
Piophilidae,Parapiophila,Parapiophila fulviceps,1,Kugluktuk,NU,SA,W,67.77436,-115.30732,Mesic,3,29.vi-2.vii.2011,MalaiseTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,1,Kugluktuk,NU,SA,W,67.77436,-115.30732,Mesic,3,29.vi-2.vii.2011,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,1,Kugluktuk,NU,SA,W,67.78508,-115.27573,Wet,1,29.vi-2.vii.2011,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Kugluktuk,NU,SA,W,67.78508,-115.27573,Wet,1,30.vi.2011,Sweep
Ephydridae,Scatophila,Scatophila ?mesogramma,1,Kugluktuk,NU,SA,W,67.78508,-115.27573,Wet,1,3.vii.2011,Sweep
Heleomyzidae,Heteromyza,Heteromyza oculata ,1,Kugluktuk,NU,SA,W,67.78508,-115.27573,Wet,1,22-26.vi.2011,MalaiseTrap
Piophilidae,Neopiophila,Neopiophila setaluna,1,Kugluktuk,NU,SA,W,67.78508,-115.27573,Wet,1,30.vi.2011,Sweep
Sphaeroceridae,0,Limosininae sp. G,1,Kugluktuk,NU,SA,W,67.78508,-115.27573,Wet,1,3.vii.2011,Sweep
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,3,Kugluktuk,NU,SA,W,67.78508,-115.27573,Wet,1,29.vi-2.vii.2011,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,7,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,3.vii.2011,Sweep
Ephydridae,Lamproscatella,Lamproscatella occidentalis,1,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,3.vii.2011,Sweep
Ephydridae,Rhinohapasa,Rhinohapasa metallica,2,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,3.vii.2011,Sweep
Ephydridae,Scatella,Scatella stagnalis (Fallén),2,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,3.vii.2011,Sweep
Sciomyzidae,Elgiva,Elgiva connexa (Steyskal),1,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,26-29.vi.2011,PanTrap
Sciomyzidae,Elgiva,Elgiva connexa (Steyskal),1,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,30.vi.2011,Sweep
Sciomyzidae,Pherbellia,Pherbellia sp. C,1,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,3.vii.2011,Sweep
Sciomyzidae,Pteromicra,Pteromicra ?glabricula,1,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,3.vii.2011,Sweep
Sepsidae,Themira,Themira maculatarsis Curran,1,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,3.vii.2011,Sweep
Sphaeroceridae,Copromyza,Copromyza sp. A,2,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,26-29.vi.2011,PanTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,3,Kugluktuk,NU,SA,W,67.83391,-115.2141,Wet,2,26-29.vi.2011,PanTrap
Chloropidae,Elachiptera,Elachiptera decipens,1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,22-26.vi.2011,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,2,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,22-26.vi.2011,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,26-29.vi.2011,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,30.vi.2011,Sweep
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Ephydridae,Parydra,Parydra sp. A,2,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Ephydridae,Rhinohapasa,Rhinohapasa metallica,2,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Ephydridae,Scatella,Scatella stagnalis (Fallén),6,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Ephydridae,Scatophila,Scatophila ?mesogramma,2,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Sciomyzidae,Elgiva,Elgiva connexa (Steyskal),1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Sciomyzidae,Pteromicra,Pteromicra ?glabricula,2,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Sepsidae,Themira,Themira maculatarsis Curran,1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Sepsidae,Themira,Themira sp. A,1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,30.vi.2011,Sweep
Sepsidae,Themira,Themira sp. A,1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,1,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,26-29.vi.2011,PanTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,2,Kugluktuk,NU,SA,W,67.77639,-115.30882,Wet,3,3.vii.2011,Sweep
Anthomyzidae,Anthomyza,Anthomyza gilviventris Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza oblonga Rohá?ek and Barber,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza tenuis Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Anthomyzidae,Mumetopia,Mumetopia occipitalis (Melander),1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Anthomyzidae,Mumetopia,Mumetopia occipitalis (Melander),1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Chloropidae,Apallates,Apallates coxendix,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Apallates,Apallates coxendix,5,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Chloropidae,Apallates,Apallates coxendix,4,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Chloropidae,Apallates,Apallates sp. A,3,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Chloropidae,Apallates,Apallates sp. A,3,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Chloropidae,Chlorops,Chlorops sp. B,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Conioscinella ,Conioscinella zetterstedti,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,17-20.vi.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella zetterstedti,6,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,4,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachiptera costata,7,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,17-20.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,9,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,5,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera decipens,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Gaurax,Gaurax n. sp. group B,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Olcella,Olcella trigamma,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Oscinella,Oscinella sp. D,3,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,17-20.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. D,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. D,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Chloropidae,Siphonella,Siphonella oscinina (Fallén),6,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,17-20.vi.2010,PanTrap
Chloropidae,Thaumatomyia,Thaumatomyia glabra,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba cincta,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba linealla,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba trisulcata,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila obscura species group sp. B,3,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,3,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,17-20.vi.2010,PanTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Drosophilidae,Drosophila,Drosophila sp. C,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,18,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,4,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,17-20.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Scaptomyza) sp. D,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Ephydridae,Discocerina ,Discocerina obscurella,6,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Ephydridae,Ditrichophora,Ditrichophora ?valens,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Ephydridae,Gymnoclasiopa,Gymnoclasiopa subnubila,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Ephydridae,Gymnoclasiopa,Gymnoclasiopa tacoma (Cresson),2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Ephydridae,Hydrellia,Hydrellia sp. B,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Heleomyzidae,Suillia,Suillia barberi,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,8,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,17-20.vi.2010,PanTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Lauxaniidae,Melanomyza,Melanomyza lyraformis (Shewell),1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Lauxaniidae,Poecilolycia,Poecilolycia annulata,8,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Lauxaniidae,Poecilolycia,Poecilolycia browni (Curran),3,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Lauxaniidae,Poecilolycia,Poecilolycia currani (Shewell),1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Lauxaniidae,Poecilolycia,Poecilolycia sp. A,13,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Lauxaniidae,Poecilolycia,Poecilolycia spatulata,21,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Lauxaniidae,Sapromyza,Sapromyza hyacinata (Meigen),1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Micropezidae,Cnodocophora,Cnodocophora nasoni (Cresson),7,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Micropezidae,Cnodocophora,Cnodocophora nasoni (Cresson),1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Micropezidae,Cnodocophora,Cnodocophora nasoni (Cresson),1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Micropezidae,Compsobata,Compsobata (Compsobata) univitta (Walker),5,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Periscelididae,Periscelis,Periscelis sp. A,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,5,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,20-23.vi.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,2,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera sp. C,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sepsidae,Enicita,Enicita annulipes (Meigen),1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sphaeroceridae,Copromyza,Copromyza sp. A,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sphaeroceridae,Leptocera,Leptocera sp. A,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella sp. B,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sphaeroceridae,Rachispoda,Rachispoda hoplites,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. E,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. H,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,23-26.vi.2010,PanTrap
Sphaeroceridae,Spelobia,Spelobia sp. K,1,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Ulidiidae,Seioptera,Seioptera vibrans (Linnaeus),7,Moosonee,ON,NB,E,51.24622,-80.67281,Mesic,1,18-21.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza oblonga Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum scabrum,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,17-20.vi.2010,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum scabrum,4,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,2,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,17-20.vi.2010,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,4,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Calamoncosis,Calamoncosis brooksi,3,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Chlorops,Chlorops sp. A,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Chlorops,Chlorops sp. B,3,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Chlorops,Chlorops sp. B,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,26.vi.2010,Sweep
Chloropidae,Conioscinella ,Conioscinella sp. A,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Conioscinella ,Conioscinella zetterstedti,4,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,17-20.vi.2010,PanTrap
Chloropidae,Conioscinella ,Conioscinella zetterstedti,4,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Dasyopa,Dasyopa sp. A,3,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachipter sp. A,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,5,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachiptera costata,8,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,17-20.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,20,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,26.vi.2010,Sweep
Chloropidae,Elachiptera,Elachiptera decipens,3,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachiptera decipens,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Gaurax,Gaurax n. sp. group C,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Incertella,Incertella incerta,2,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,26.vi.2010,Sweep
Chloropidae,Olcella,Olcella trigamma,16,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Olcella,Olcella trigamma,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. A,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. D,2,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,17-20.vi.2010,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata approximatonervis,5,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata ruficeps,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,2,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,2,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. D,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,26.vi.2010,Sweep
Chloropidae,Siphonella,Siphonella oscinina (Fallén),17,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Thaumatomyia,Thaumatomyia grata (Loew),1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba cincta,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba linealla,1,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,23-26.vi.2010,PanTrap
Chloropidae,Tricimba,Tricimba melamonolica,2,Moosonee,ON,NB,E,51.24466,-80.67767,Mesic,2,21-24.vi.2010,MalaiseTrap
